attempt_id,backspace_count,chars_per_second,composition_ratio,down_down_mean_ms,down_down_std_ms,down_up_mean_ms,hold_mean_ms,hold_std_ms,keyup_coverage,repeat_count,text_length,timing_coverage,up_down_mean_ms,up_down_std_ms,up_up_mean_ms
01859a79-3217-4fe3-82ec-abcd8eb8c4d8,0.0,1.1844528274938193,0.2649420160570919,117.7713754637977,76.57780525620316,122.2475836463134,4.474169745216511,1.8358054167224096,1.0,0.0,53.0,0.7059768064228368,113.2966542704841,76.0700217190078,117.7728624529998
01e6bb77-7a37-4fbd-b4f5-c71ebf10a5e9,6.0,1.880812232245481,0.0,218.99236641221373,143.67852666873273,235.84732824427448,16.924242424242095,4.1002978681917925,1.0,0.0,54.0,0.6,202.11450381679424,143.68761925456153,218.96946564885496
01f3349a-e696-4176-a092-0e1417c44dd9,102.0,0.4754140728946974,0.0,265.2970297029703,428.3064017961435,283.9554455445533,18.602605863191425,37.70762362179365,1.0,5.0,149.0,0.6,246.6336633663374,430.391660361841,265.2920792079204
023c6439-62e5-450a-b892-4b44ef1d90f9,35.0,0.9276166603981978,0.2649769585253456,221.62910052913207,305.1453522140275,331.8928571433302,110.47500000047056,33.29170643370886,1.0,0.0,92.0,1.0,110.98015872984335,306.2639927960732,221.24391534404148
03a3fb84-78fc-4778-945e-7c2959ab20cb,21.0,2.4911868390129226,0.0,131.18518518518536,67.3478369255131,146.66666666666757,15.48466257668801,13.59328408168269,1.0,0.0,53.0,0.6,115.7469135802462,69.85357805450789,131.2283950617284
067b91cd-e0a3-4156-8c62-4e2294cc410b,12.0,3.0473974187149246,0.2450805008944543,144.57543859655098,160.03349476541396,279.9065162910704,135.26625000029802,226.76584803717483,1.0,0.0,176.0,1.0,25.79696969680413,157.16390350972813,161.19797979814535
07c67473-bcfe-4d77-af96-298f0da5458c,14.0,2.092669531752114,0.2673969072164948,145.93246268658942,383.61858957553505,261.3876865670752,115.49442379171076,23.79233902860803,1.0,0.0,82.0,1.0,30.285074626999116,386.68668552481387,145.74029850748494
08e8fffb-753b-4680-adc0-5ca19131456b,24.0,2.706390212261513,0.2595025809479118,119.65978552277222,112.43046485931757,233.70804289526657,114.0417112297712,27.30900956618573,1.0,0.0,121.0,1.0,5.515817694545751,116.07664030858304,119.56407506704012
09b35504-d51b-457f-a28d-6e7dcde662be,4.0,2.6029376386105314,0.262987012987013,155.806365503178,185.77869311131823,307.9030800820376,152.06045081942784,40.012400912509946,1.0,0.0,198.0,1.0,3.8242299796619457,188.95834147787676,155.92094455852157
0a695d87-a55e-40e3-9335-1fc53e5d6499,6.0,2.6861782098827303,0.2591549295774648,150.2379518072289,90.06812384494354,153.76204819420735,3.5305389237261102,0.9536386396792936,1.0,0.0,67.0,0.7036619718309859,146.70421686589,89.95239795706888,150.22831325286842
0bf5c7bf-77b7-4cbf-aed5-5c0c3260b600,3.0,2.6152511842017483,0.26033934252386,169.55226244345914,173.39627529635987,173.3504524888361,3.797968397425744,1.065854368308009,1.0,0.0,196.0,0.704135737009544,165.75226244330406,173.35474889829604,169.55045248868103
0d00c114-b2ef-46a6-96a2-8e0f7da79923,0.0,3.3878654189314212,0.2644230769230769,136.89690721649484,71.2370161063123,140.78659793826722,3.8979591836734695,1.152546392187026,1.0,0.0,45.0,0.7057692307692307,132.99690721637194,71.35070557564231,136.88659793814432
0d0edd20-276f-4654-a6ec-2ce25c0a1ecd,50.0,1.0892494992590904,0.2353515625,188.5095744685924,530.316440322522,204.8259656608361,15.806183364599752,97.89543453040666,0.9311023622047244,0.0,139.0,0.9311023622047244,173.42150538044592,534.3206105022502,208.9852248391962
0d34131a-8934-400c-a62d-e947692bef0d,9.0,2.480588957736251,0.2728857890148213,148.8322997416059,351.33960942820323,238.61576227397111,89.73762886604467,21.04847073177433,1.0,0.0,143.0,1.0,58.990697674357,354.26054028705676,148.7741602067222
0dd7912f-5951-4031-877b-8a21dde65560,71.0,1.5311168594035267,0.0,186.31496062992127,226.37572248130888,204.61417322835055,18.307843137259468,42.56217294660127,1.0,13.0,161.0,0.6,167.99999999999588,227.47309263737563,186.2992125984252
110f4147-c303-4661-b8a3-3ce8a9fc0e7d,6.0,0.7457622062629112,0.3030973451327434,416.06704545454573,605.9534351430982,532.624137931037,113.63400000000306,70.22187744977649,0.9915966386554622,4.0,120.0,0.9915966386554622,306.80862068965155,615.6644041106317,433.2765714285702
1133d0b1-cac7-436b-9812-ba8a0321e55a,0.0,1606.060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.15,0.0,0.0,0.0
1147fa9e-68de-4055-a032-80babd6cdcdb,0.0,4214.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.15,0.0,0.0,0.0
11c23c63-d8df-4376-b19e-2846c46945ea,13.0,3.238367137568411,0.2976190476190476,104.98038147138914,72.53525232861458,722.1272479563302,615.7513586955788,1449.672790253899,0.9608355091383812,0.0,125.0,0.9608355091383812,-12.05468749992142,118.15063945247768,436.520588235305
11ca8153-16fe-4259-bd16-c95fb4dd0e4d,2.0,1.1009669813770395,0.2645107794361526,160.80517241379312,451.6334510946226,164.63068964316926,3.829209610358956,1.5704112549981366,1.0,0.0,53.0,0.705804311774461,156.97689656306957,451.34820237018903,160.80241379244575
123f0727-b884-46a0-bb09-68f46c64a45f,5.0,3.5584310553983016,0.0,116.66666666666669,99.43647569384532,223.30476190476156,106.68867924528269,37.85756902150249,1.0,0.0,44.0,0.6,10.057142857143203,104.75420924116372,116.6952380952381
1324ac21-8f51-42f6-b0e0-737ff3989f6d,11.0,0.9842395776465062,0.2546079350203061,223.54154838715831,472.9261630165787,227.8806451591369,4.340721647456749,1.976796196656428,1.0,0.0,172.0,0.7018431740081225,219.20090322802145,472.3086173240291,223.54
14401f8f-d393-4166-a237-82bf10376f30,0.0,4.2698133897565045,0.2836767036450079,97.3904761904762,52.95178133395494,223.74095237936297,126.09339622506556,30.399494994339346,1.0,0.0,44.0,1.0,-29.152380951245625,64.75484919331095,97.19809523764113
155e4ada-b340-49f3-8ca3-02691cd287d8,6.0,2.2351856859797756,0.2693522906793049,168.05906976766366,266.1056927647292,276.6502325584722,108.53796296318372,30.068718265110952,1.0,0.0,81.0,1.0,59.508837209191434,272.9842732785465,168.1
1592d9ff-e639-4337-9c64-c7a20b81ff4e,25.0,1.3640581074905485,0.0,312.55194805194805,592.6764852198651,345.87012987013225,33.30021598272377,148.08092229045,1.0,5.0,197.0,0.6,286.82608695651936,598.646622349036,320.18260869565216
1631a324-0892-4e9e-968d-e8784c3c2c44,16.0,2.734107997265893,0.0,126.57142857142856,142.75617066536395,258.3571428571427,131.8740157480314,45.93576345494552,0.9921875,0.0,44.0,0.5953125,-5.198412698412627,162.11425619288534,126.58730158730155
179723cf-8813-43b3-8e93-e19588a7880e,48.0,1.189171741881779,0.0,249.9656862745098,693.4058871344846,240.6633906633918,14.66097560975695,8.503066248919922,1.0,0.0,140.0,0.6,235.3455882352933,693.3699149098614,249.9950980392157
17b7fb61-3e16-40b9-8e14-9149e068c82c,6.0,2.3552082218177928,0.0,176.0754716981132,135.4521218840577,197.943396226414,21.822429906540968,55.1631078607873,1.0,0.0,44.0,0.6,154.21698113207657,135.9313092842075,176.08490566037736
