attempt_id,participant_code,input_mode,role_label,status,quality_status,device_class,event_count,paired_key_count,hold_mean_ms,down_down_mean_ms,up_down_mean_ms,raw_text_length,paste_count,fixed_prompt_match
eb5c9b33-7c7f-4fbd-9886-c9bb47b85c9c,P001,fixed,genuine,submitted,usable,desktop,917.0,157,109.97006369358424,95.6423076924223,-14.113461537812094,54.0,0,1.0
d60e4012-fde9-4422-8798-b038385cddbb,P001,fixed,genuine,submitted,usable,desktop,635.0,108,120.64074074090631,85.57289719609457,-35.20093457971776,44.0,0,1.0
8fe1db6c-e174-4fff-ae88-21b12f560ad2,P001,fixed,genuine,submitted,usable,desktop,836.0,142,113.44225352246988,109.92269503541873,-3.6106382993095383,53.0,0,1.0
2bd5d51b-3dab-4f23-b677-457230665211,P001,fixed,genuine,submitted,usable,desktop,2318.0,416,119.40649038366973,161.6313253012048,42.220240964803345,176.0,0,1.0
328be900-5138-4ffa-9b04-a494febfa306,P001,fixed,genuine,submitted,low_quality,desktop,2804.0,490,115.82285714289367,125.43619631904278,9.617791411030725,197.0,0,0.0
636aa20f-cdce-43aa-8586-cd1cbcdd771e,P001,free,genuine,submitted,usable,desktop,4212.0,732,115.06475409902022,165.39644322847047,50.31641586803705,240.0,0,
7d2f8995-389e-42cb-9a72-25b8d7cb6b20,P001,free,genuine,submitted,usable,desktop,4086.0,689,113.32946298949432,239.37020348835478,126.03982558175055,241.0,0,
b6ff9ec1-7763-41c2-956c-8ef64017f828,M001,fixed,genuine,submitted,usable,desktop,846.0,146,151.06643835485784,130.00758620706097,-21.359310343347595,54.0,0,1.0
669569e3-374d-45ed-aac1-5b881f82eccb,M001,fixed,genuine,submitted,usable,desktop,631.0,106,146.99622641756852,114.63047618979499,-32.65714286054886,44.0,0,1.0
604805e1-d15c-4286-9af8-efc4b7e8acbe,M001,fixed,genuine,submitted,usable,desktop,764.0,128,147.5718749985099,109.11181102399753,-38.416535431005855,53.0,0,1.0
fb85bc68-e20d-4876-a690-97dd7704cf17,P001,free,genuine,submitted,usable,desktop,2342.0,402,111.22587064605462,165.07581047383033,53.84688279374566,146.0,0,
a0922f95-3798-48b2-b068-ff3bcdc4433a,M001,fixed,genuine,submitted,low_quality,desktop,2267.0,407,150.33022112752678,197.16157635444492,46.92758620959754,180.0,0,0.0
09b35504-d51b-457f-a28d-6e7dcde662be,M001,fixed,genuine,submitted,low_quality,desktop,2772.0,488,152.06045081942773,155.806365503178,3.8242299796620585,198.0,0,0.0
539493b3-39a1-420c-b6be-36edc41963f8,A001,fixed,genuine,submitted,usable,desktop,838.0,141,113.20496453862664,105.25571428579944,-8.220714285331116,54.0,0,1.0
993d0bed-ba6f-4341-813c-94e524a31cab,A001,fixed,genuine,submitted,usable,desktop,670.0,112,111.13214285911182,97.81981981981981,-13.644144146023457,44.0,0,1.0
7d7ad7af-ba89-4551-9afd-81112ff04c01,M001,free,genuine,submitted,usable,desktop,1987.0,354,2237.470056499128,215.28696883839183,-2028.0359773389341,97.0,0,
9a16ae63-070c-4ee8-a4a2-3261851d210a,A001,fixed,genuine,submitted,usable,desktop,777.0,130,108.08153846057559,95.54806201564247,-12.795348836238977,53.0,0,1.0
067b91cd-e0a3-4156-8c62-4e2294cc410b,A001,fixed,genuine,submitted,usable,desktop,2236.0,400,135.26625000029804,144.57543859655098,9.142105262903922,176.0,0,1.0
c2c61e58-62d4-4fa3-a109-5526ee9a498f,M001,free,genuine,submitted,usable,desktop,1568.0,268,156.924253736859,240.57940074924227,83.74644194202916,90.0,0,
